finding_id,finding,item_id,model,tier,turn,layer,sub,sub_gloss,text,note
F8,语言层面的缺陷谱系,F8-C123,Llama-3.1-8B-Instruct,HSK7,15,DEV,FAB,生造词,培养一种尊严的合作氛围,同一自造搭配'尊严的合作氛围'第四次出现
F3,不放弃话题控制、不区分主次话题,F3-C303,Llama-3.1-8B-Instruct,HSK7,-1,DLG,,对话级备注,,北京旅游话题对话，多处出现英文代码混入(COD)和繁体字变体(ORT)，以及若干疑似臆造的地名/词语(FAB)。第13轮老师肯定了学生此前提出的'圆明园是圆形的'这一错误说法而未纠正，判定为DIS缺失修复。第7轮关于颐和园'康熙皇帝为母亲所建的陵寝'的历史陈述与史实明显不符（颐和园并非陵寝，且主要与乾隆/慈禧相关），作为内容准确性问题记为OTH，供人工核实。
F3,不放弃话题控制、不区分主次话题,F3-C304,Llama-3.1-8B-Instruct,HSK7,1,INT,S2,选择显著话题,今天天气很热啊，听说最近这几天要下雨了,首轮即以天气这一即时、贴近学生的话题开场，S2典型例子
F8,语言层面的缺陷谱系,F8-C124,Llama-3.1-8B-Instruct,HSK7,3,DEV,COD,语码侵入,开 blooms,中英混用，'开'后直接接英文'blooms'，非拼音注音
F8,语言层面的缺陷谱系,F8-C125,Llama-3.1-8B-Instruct,HSK7,5,DEV,COD,语码侵入,summer,英文单词直接混入正文，非拼音注音
F8,语言层面的缺陷谱系,F8-C126,Llama-3.1-8B-Instruct,HSK7,5,DEV,ORT,字形变体,颐和園,使用繁体字'園'，其余各轮均用简体'园'
F8,语言层面的缺陷谱系,F8-C127,Llama-3.1-8B-Instruct,HSK7,7,DEV,OTH,其他/整篇评述,颐和园的确是康熙皇帝为他的母亲创建的后妃的陵寝和私宅，在明朝和清朝时期曾经供皇后及其妃嫔们居住。,历史事实性错误：颐和园并非陵寝，且与康熙、明清两代皇后居住之说不符，供人工核实
F8,语言层面的缺陷谱系,F8-C128,Llama-3.1-8B-Instruct,HSK7,7,DEV,COD,语码侵入,VERSAILLES,英文专有名词直接混入正文，非拼音注音
F8,语言层面的缺陷谱系,F8-C129,Llama-3.1-8B-Instruct,HSK7,9,DEV,FAB,生造词,冬青亭,疑似臆造的颐和园景点名称，未见于真实颐和园建筑名录
F8,语言层面的缺陷谱系,F8-C130,Llama-3.1-8B-Instruct,HSK7,11,DEV,FAB,生造词,冬青亭,同一疑似臆造地名第二次出现
F8,语言层面的缺陷谱系,F8-C131,Llama-3.1-8B-Instruct,HSK7,11,DEV,FAB,生造词,长河清汙,疑似臆造/语义不通的地名或搭配
F8,语言层面的缺陷谱系,F8-C132,Llama-3.1-8B-Instruct,HSK7,11,DEV,ORT,字形变体,长河清汙,'汙'为'污'的异体/繁体写法
F8,语言层面的缺陷谱系,F8-C133,Llama-3.1-8B-Instruct,HSK7,11,DEV,ORT,字形变体,金碧輝煌,使用繁体字'輝'，应为简体'辉'
F8,语言层面的缺陷谱系,F8-C134,Llama-3.1-8B-Instruct,HSK7,13,DEV,DIS,话语层面问题,圆明园的圆形设计确实是一个独特之处,缺失修复：学生上一轮提出'圆明园是圆形的'这一错误认知，老师非但未纠正反而肯定，属事实性错误未处理
F5,空转:重复与无进展,F5-C71,Llama-3.1-8B-Instruct,HSK7,-1,DLG,,对话级备注,,李老师与学生围绕口语练习/记者角色扮演展开的对话。前半段（t3-t9）教学内容具体、有实质推进；从t9起，内容逐渐让位于大量抒情式的相互赞美和感恩表达，实质教学信息推进明显放缓，t15出现的'我也要感谢你的感激之情'一类表达已标注为DIS原地打转的代表性例子，但类似的抒情循环在t11-t18间反复出现，未逐一穷举。t7中'粤语方言的抑扬顿挫'与随后t9/t11反复出现的'四声'（普通话声调）说法相矛盾，判定为MLF编造的语言学内容。
F3,不放弃话题控制、不区分主次话题,F3-C305,Llama-3.1-8B-Instruct,HSK7,1,INT,S2,选择显著话题,最近过得好吗？,首轮以学生近况为话题，S2典型例子
F3,不放弃话题控制、不区分主次话题,F3-C306,Llama-3.1-8B-Instruct,HSK7,3,INT,S4,使新话题显著化,现在，,话语标记词，从肯定学生转向提出口语听力练习建议
F3,不放弃话题控制、不区分主次话题,F3-C307,Llama-3.1-8B-Instruct,HSK7,3,INT,S4,使新话题显著化,另外，,话语标记词，引出角色交谈的新安排
F3,不放弃话题控制、不区分主次话题,F3-C308,Llama-3.1-8B-Instruct,HSK7,5,INT,S4,使新话题显著化,关于看电影和电视剧的选择，,'关于...的'话题提名结构，引出选片子的子话题
F3,不放弃话题控制、不区分主次话题,F3-C309,Llama-3.1-8B-Instruct,HSK7,5,INT,S4,使新话题显著化,另外，为了加强我们的练习,话语标记词，引出预习材料的新提议
F3,不放弃话题控制、不区分主次话题,F3-C310,Llama-3.1-8B-Instruct,HSK7,7,INT,S4,使新话题显著化,关于问题和情境的预习材料，,'关于...的'结构引出预习材料话题
F8,语言层面的缺陷谱系,F8-C135,Llama-3.1-8B-Instruct,HSK7,7,DEV,UNG,语法/表达错误,举个栗子,网络流行语用于教学语境，偏离正式教学用语
F6,纠正失效:缺席 / 虚假 / 错位 / 肯定性默许,F6-C09,Llama-3.1-8B-Instruct,HSK7,7,DEV,MLF,元语言/修正问题,粤语方言的抑扬顿挫,编造/错位的元语言内容：教学目标是普通话，此处却指向粤语方言，且与后文t9/t11反复提及的'四声'（普通话概念）自相矛盾
F8,语言层面的缺陷谱系,F8-C136,Llama-3.1-8B-Instruct,HSK7,7,DEV,MLF,元语言/修正问题,粤语方言的抑扬顿挫,编造/错位的元语言内容：教学目标是普通话，此处却指向粤语方言，且与后文t9/t11反复提及的'四声'（普通话概念）自相矛盾
F3,不放弃话题控制、不区分主次话题,F3-C311,Llama-3.1-8B-Instruct,HSK7,7,INT,S4,使新话题显著化,最后，关于录音笔的记录，,话语标记词+话题提名，引出结尾话题
F3,不放弃话题控制、不区分主次话题,F3-C312,Llama-3.1-8B-Instruct,HSK7,9,INT,S4,使新话题显著化,关于角色扮演，,'关于...'结构引出角色扮演反馈子话题
F3,不放弃话题控制、不区分主次话题,F3-C313,Llama-3.1-8B-Instruct,HSK7,9,INT,S4,使新话题显著化,对于发音和表达方式，,'对于...'结构引出发音反馈子话题
F8,语言层面的缺陷谱系,F8-C137,Llama-3.1-8B-Instruct,HSK7,9,DEV,UNG,语法/表达错误,在使用某些词语时是否已将其变成了感叹句（疑问句）的情况,句法混乱，语义不通
F3,不放弃话题控制、不区分主次话题,F3-C314,Llama-3.1-8B-Instruct,HSK7,9,INT,S4,使新话题显著化,最后，关于电影和电视剧资源，,话语标记词+话题提名，引出结尾话题
F8,语言层面的缺陷谱系,F8-C138,Llama-3.1-8B-Instruct,HSK7,11,DEV,FAB,生造词,学生的情感和尊严,'尊严'搭配学生情感，语义生硬，疑似自造搭配
F8,语言层面的缺陷谱系,F8-C139,Llama-3.1-8B-Instruct,HSK7,11,DEV,FAB,生造词,尊严的礼仪,'尊严的礼仪'为非常规搭配
F3,不放弃话题控制、不区分主次话题,F3-C315,Llama-3.1-8B-Instruct,HSK7,11,INT,S4,使新话题显著化,关于记者的角色扮演，,'关于...'结构引出反馈子话题
F3,不放弃话题控制、不区分主次话题,F3-C316,Llama-3.1-8B-Instruct,HSK7,11,INT,S4,使新话题显著化,关于发音和表达方式，,'关于...'结构引出反馈子话题
F3,不放弃话题控制、不区分主次话题,F3-C317,Llama-3.1-8B-Instruct,HSK7,11,INT,S4,使新话题显著化,关于电影和电视剧资源的收集和分享，,'关于...'结构引出反馈子话题
F3,不放弃话题控制、不区分主次话题,F3-C318,Llama-3.1-8B-Instruct,HSK7,13,INT,S4,使新话题显著化,现在，我们距离下周二见面不久了,话语标记词'现在'转向后续安排话题
F5,空转:重复与无进展,F5-C72,Llama-3.1-8B-Instruct,HSK7,15,DEV,DIS,话语层面问题,我也要感谢你的感激之情,原地打转：与前几轮反复出现的相互致谢内容高度重复，缺乏新的教学信息推进（此类循环在t11-t18间多次出现，仅标此处为代表）
F5,空转:重复与无进展,F5-C73,Llama-3.1-8B-Instruct,HSK7,-1,DLG,,对话级备注,,公园散步、写作灵感主题的沉浸式角色扮演对话，整体推进流畅，互动调整策略使用较自然。第3轮的or-choice提问确实被学生在下一轮选择并在此后多轮延续，判定为真实的S1；第7轮'早点儿或者傍晚'式的二选一同样在下一轮被学生真实选择，另计入S5同类对话（key5）中，此处不重复说明。
F3,不放弃话题控制、不区分主次话题,F3-C319,Llama-3.1-8B-Instruct,HSK7,1,INT,S2,选择显著话题,今天天气不错吧？,首轮以天气这一即时话题开场，S2典型例子
F3,不放弃话题控制、不区分主次话题,F3-C320,Llama-3.1-8B-Instruct,HSK7,3,INT,S1,放弃话题控制,还是说我们去新公园？,or-choice框架给学生新公园/热闹公园的选择权，下一轮学生选择'新公园'并在此后多轮延续该话题，确认为真实的话题控制权转移而非伪放弃
F9,正面案例与清晰的手段实例,F9-C43,Llama-3.1-8B-Instruct,HSK7,3,INT,S1,放弃话题控制,还是说我们去新公园？,or-choice框架给学生新公园/热闹公园的选择权，下一轮学生选择'新公园'并在此后多轮延续该话题，确认为真实的话题控制权转移而非伪放弃
F8,语言层面的缺陷谱系,F8-C140,Llama-3.1-8B-Instruct,HSK7,5,DEV,UNG,语法/表达错误,你提议的声音让我耳朵特别开心,搭配生硬/欧化，'声音让耳朵开心'语义不通
F3,不放弃话题控制、不区分主次话题,F3-C321,Llama-3.1-8B-Instruct,HSK7,5,INT,S4,使新话题显著化,有没有你的新小说在酝酿中吗？,提名话题的问句形式，从公园景色转向学生的写作话题
F3,不放弃话题控制、不区分主次话题,F3-C322,Llama-3.1-8B-Instruct,HSK7,9,INT,S4,使新话题显著化,顺便问一下，,与codebook示例完全一致的话语标记词，引出写作技巧子话题
F8,语言层面的缺陷谱系,F8-C141,Llama-3.1-8B-Instruct,HSK7,13,DEV,UNG,语法/表达错误,这是写作的一个极好姿势,搭配误用，'姿势'通常指身体姿态，此处应为'方式/态度'
F3,不放弃话题控制、不区分主次话题,F3-C323,Llama-3.1-8B-Instruct,HSK7,15,INT,S4,使新话题显著化,现在的我们，还是继续散步下去吗？,话语标记词'现在'标记场景/话题过渡
F3,不放弃话题控制、不区分主次话题,F3-C324,Llama-3.1-8B-Instruct,HSK7,17,INT,S4,使新话题显著化,我注意到一个美术馆的牌匾,场景转换引出新话题（美术馆），随后邀请学生一同前往
F3,不放弃话题控制、不区分主次话题,F3-C325,Llama-3.1-8B-Instruct,HSK7,1,INT,S2,选择显著话题,今天天气怎么样？还能下雨吗？,首轮以天气话题开场，S2典型例子
F8,语言层面的缺陷谱系,F8-C142,Llama-3.1-8B-Instruct,HSK7,3,DEV,UNG,语法/表达错误,也就是那部台上的转动的那一圈圈的东西,对'风向仪'的描述句法混乱、语义模糊
F3,不放弃话题控制、不区分主次话题,F3-C326,Llama-3.1-8B-Instruct,HSK7,3,INT,S2,选择显著话题,你去哪儿玩呢？,以学生当下计划为话题，贴近学生本人
F3,不放弃话题控制、不区分主次话题,F3-C327,Llama-3.1-8B-Instruct,HSK7,5,INT,S4,使新话题显著化,你知道吗，,话语标记词引出雕塑艺术项目这一新话题
F3,不放弃话题控制、不区分主次话题,F3-C328,Llama-3.1-8B-Instruct,HSK7,7,INT,S4,使新话题显著化,另外，,话语标记词引出周边商店/咖啡厅这一子话题
F3,不放弃话题控制、不区分主次话题,F3-C329,Llama-3.1-8B-Instruct,HSK7,7,INT,S1,放弃话题控制,早点儿或者傍晚？,or-choice提问将出行时间的决定权交给学生，下一轮学生选择'早点儿'并被采纳，判定为真实的S1
F9,正面案例与清晰的手段实例,F9-C44,Llama-3.1-8B-Instruct,HSK7,7,INT,S1,放弃话题控制,早点儿或者傍晚？,or-choice提问将出行时间的决定权交给学生，下一轮学生选择'早点儿'并被采纳，判定为真实的S1
F3,不放弃话题控制、不区分主次话题,F3-C330,Llama-3.1-8B-Instruct,HSK7,9,INT,S4,使新话题显著化,关于太阳升起的事情，,'关于...'结构引出谚语话题
F8,语言层面的缺陷谱系,F8-C143,Llama-3.1-8B-Instruct,HSK7,11,DEV,UNG,语法/表达错误,夜半九点钟,'夜半'（午夜）与'九点钟'字面矛盾，属词语误用；同时与此前'早晨六七点钟'的情境设定跳跃不衔接
F3,不放弃话题控制、不区分主次话题,F3-C331,Llama-3.1-8B-Instruct,HSK7,13,INT,S4,使新话题显著化,我还有一件事情跟你说，,话语标记词引出长安街小吃这一新话题
F8,语言层面的缺陷谱系,F8-C144,Llama-3.1-8B-Instruct,HSK7,15,DEV,FAB,生造词,苏锅,疑似臆造或讹写的小吃名称，真实性存疑
F8,语言层面的缺陷谱系,F8-C145,Llama-3.1-8B-Instruct,HSK7,15,DEV,FAB,生造词,京剧茶,'京剧'（戏曲）与'茶'搭配为非常规、疑似臆造的饮品名称
F8,语言层面的缺陷谱系,F8-C146,Llama-3.1-8B-Instruct,HSK7,17,DEV,ORT,字形变体,仕紳官僚,'紳'为'绅'的繁体写法
F5,空转:重复与无进展,F5-C74,Mistral-7B-Instruct-v0.3,HSK1,-1,DLG,,对话级备注,,HSK1初级对话，老师采用高度公式化的'提问+你可以这样回答：X'模式，几乎每次提问都在学生作答前预先给出标准答案，已逐条标注为DIS伪调整（这是本对话最主要、最显著的发现，贯穿几乎每一个assistant话轮）。第1轮出现老师自问自答、编造学生尚未给出的错误答案再纠正的情形，是伪调整最典型的例子；该'纠正'本身还断言'最喜欢'不适合HSK1水平，但老师自己在t3等多轮中反复使用'最喜欢'，构成自相矛盾，判定为MLF编造的语法规则。对'量词'的教学贯穿多轮但存在自相矛盾和反复出现的量词错误（一个树/一个书），并给出过一次'纠正前后文字完全相同'的幻影修改。'青椰子'被反复当作蔬菜例词使用，但椰子在概念上属水果而非蔬菜，这一范畴错误从未被纠正。第15轮引入的'时间单词'话题实质是第11轮'时间'话题的重复，老师在t17自行承认了这一混淆。
F1,伪修正:模拟互动而非进行互动,F1-C19,Mistral-7B-Instruct-v0.3,HSK1,1,DEV,DIS,话语层面问题,你：（提供你的名字）我最喜欢吃蔬菜。,伪调整：老师在学生尚未开口前代写/编造了学生的回答
F1,伪修正:模拟互动而非进行互动,F1-C20,Mistral-7B-Instruct-v0.3,HSK1,1,DEV,DIS,话语层面问题,"对不起，有错了，""我最喜欢吃蔬菜"" 应该改成 ""我喜欢吃蔬菜""。在 HSK 1 级别，""最喜欢"" 并不合适。","伪调整：所纠正的""错误""是老师自己编造的答案，学生从未真正说过这句话"
F8,语言层面的缺陷谱系,F8-C147,Mistral-7B-Instruct-v0.3,HSK1,1,DEV,MLF,元语言/修正问题,"对不起，有错了，""我最喜欢吃蔬菜"" 应该改成 ""我喜欢吃蔬菜""。在 HSK 1 级别，""最喜欢"" 并不合适。",幻影纠错+编造语法规则：'最喜欢'在HSK1完全适用（老师自己在t3等多轮反复使用'最喜欢'），此处判断为凭空捏造的错误和规则
F1,伪修正:模拟互动而非进行互动,F1-C21,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,DIS,话语层面问题,你可以这样回答：我最喜欢吃青椰子。,伪调整：提问后立即给出预设的标准回答，学生尚未作答
F8,语言层面的缺陷谱系,F8-C148,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,DIS,话语层面问题,所以你最喜欢吃哪种蔬菜呢？可能是青椰子或胡萝卜？,缺失修复：'青椰子'（椰子）概念上属水果而非蔬菜，作为蔬菜例词沿用自学生上一轮，老师未纠正这一范畴错误
F1,伪修正:模拟互动而非进行互动,F1-C22,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,DIS,话语层面问题,你可以这样回答：我的青椰子大。,伪调整：提问后立即给出预设的标准回答
F1,伪修正:模拟互动而非进行互动,F1-C23,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,DIS,话语层面问题,你可以这样回答：我的车红色。,伪调整：提问后立即给出预设的标准回答
F1,伪修正:模拟互动而非进行互动,F1-C24,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,DIS,话语层面问题,你可以这样回答：我今天穿的衣服是蓝色的。,伪调整：提问后立即给出预设的标准回答
F8,语言层面的缺陷谱系,F8-C149,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,COD,语码侵入,Practice makes perfect,英文短语直接混入正文
F8,语言层面的缺陷谱系,F8-C150,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,FAB,生造词,这很令我振奋大怀,'振奋大怀'非标准搭配，疑似自造词，应为'振奋人心'一类表达
F1,伪修正:模拟互动而非进行互动,F1-C25,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,DIS,话语层面问题,你可以这样回答：有一个青椰子。,伪调整：提问后立即给出预设的标准回答
F8,语言层面的缺陷谱系,F8-C151,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,UNG,语法/表达错误,你有三个猫吗,量词错误，应为'三只猫'（下文给出的示范答案本身用的就是'只'，自相矛盾）
F1,伪修正:模拟互动而非进行互动,F1-C26,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,DIS,话语层面问题,你可以这样回答：有三只猫。,伪调整：提问后立即给出预设的标准回答
F1,伪修正:模拟互动而非进行互动,F1-C27,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,DIS,话语层面问题,你可以这样回答：比他多一个。,伪调整：提问后立即给出预设的标准回答
F8,语言层面的缺陷谱系,F8-C152,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,COD,语码侵入,Practice makes perfect,英文短语直接混入正文
F6,纠正失效:缺席 / 虚假 / 错位 / 肯定性默许,F6-C10,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,MLF,元语言/修正问题,如果某个名词是复数形式，我们可以通过添加“们”来表示复数。例如，猫是复数形式，因此可以写作 “我有三只猫”。,编造的语法规则且自相矛盾：声称复数靠加'们'表示，举例却用量词'只'而非'们'
F8,语言层面的缺陷谱系,F8-C153,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,MLF,元语言/修正问题,如果某个名词是复数形式，我们可以通过添加“们”来表示复数。例如，猫是复数形式，因此可以写作 “我有三只猫”。,编造的语法规则且自相矛盾：声称复数靠加'们'表示，举例却用量词'只'而非'们'
F8,语言层面的缺陷谱系,F8-C154,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,UNG,语法/表达错误,我有一个树,量词错误，应为'一棵树'
F8,语言层面的缺陷谱系,F8-C155,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,UNG,语法/表达错误,您有没有一个书？,量词错误，应为'一本书'
F1,伪修正:模拟互动而非进行互动,F1-C28,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,DIS,话语层面问题,可以这样表达：你有没有一个书。,伪调整：提问后立即给出预设的标准回答
F8,语言层面的缺陷谱系,F8-C156,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,UNG,语法/表达错误,可以这样表达：你有没有一个书。,同样的量词错误'一个书'再次出现在示范答案中
F1,伪修正:模拟互动而非进行互动,F1-C29,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,DIS,话语层面问题,可以这样表达：你有没有一只狗。,伪调整：提问后立即给出预设的标准回答
F8,语言层面的缺陷谱系,F8-C157,Mistral-7B-Instruct-v0.3,HSK1,9,DEV,MLF,元语言/修正问题,你知道猫是复数形式需要添加“只”，而树和书是单数形式无需添加后缀，狗也是单数形式需要写作“一只”。,与t7所说'加“们”表复数'自相矛盾，且混淆了量词与复数标记两个概念
F8,语言层面的缺陷谱系,F8-C158,Mistral-7B-Instruct-v0.3,HSK1,9,DEV,UNG,语法/表达错误,你有一个书,量词错误'一个书'再次出现
F8,语言层面的缺陷谱系,F8-C159,Mistral-7B-Instruct-v0.3,HSK1,9,DEV,COD,语码侵入,Practice makes perfect,英文短语直接混入正文
F3,不放弃话题控制、不区分主次话题,F3-C332,Mistral-7B-Instruct-v0.3,HSK1,11,INT,S4,使新话题显著化,今天我们来学习一个新话题，那就是时间。,'今天我们来学习...'话题提名结构，引出新主题
F8,语言层面的缺陷谱系,F8-C160,Mistral-7B-Instruct-v0.3,HSK1,11,DEV,OTH,其他/整篇评述,你的家在哪个省？,被归入'时间'主题下的练习问题，实际内容是地点/地名而非时间，框架词与内容不一致
F8,语言层面的缺陷谱系,F8-C161,Mistral-7B-Instruct-v0.3,HSK1,11,DEV,COD,语码侵入,Practice makes perfect,英文短语直接混入正文
F3,不放弃话题控制、不区分主次话题,F3-C333,Mistral-7B-Instruct-v0.3,HSK1,13,INT,S4,使新话题显著化,今天我们来学习一个新主题：地名。,'今天我们来学习...'话题提名结构，引出新主题
F8,语言层面的缺陷谱系,F8-C162,Mistral-7B-Instruct-v0.3,HSK1,13,DEV,COD,语码侵入,Practice makes perfect,英文短语直接混入正文
F3,不放弃话题控制、不区分主次话题,F3-C334,Mistral-7B-Instruct-v0.3,HSK1,15,INT,S4,使新话题显著化,今天我们来学习一个新主题：时间单词。,表层具备话题提名标记形式
F5,空转:重复与无进展,F5-C75,Mistral-7B-Instruct-v0.3,HSK1,15,DEV,DIS,话语层面问题,今天我们来学习一个新主题：时间单词。,原地打转：与t11'时间'话题实质重复并非真正的新话题，t17老师自己也承认了这一混淆
F8,语言层面的缺陷谱系,F8-C163,Mistral-7B-Instruct-v0.3,HSK1,15,DEV,COD,语码侵入,Practice makes perfect,英文短语直接混入正文
F8,语言层面的缺陷谱系,F8-C164,Mistral-7B-Instruct-v0.3,HSK1,17,DEV,UNG,语法/表达错误,我的书是一个书,语义重复不通（'书是一个书'为同语反复），且叠加量词错误
F5,空转:重复与无进展,F5-C76,Mistral-7B-Instruct-v0.3,HSK1,-1,DLG,,对话级备注,,"本对话中老师反复使用一个自造的'伪语法公式'""我...""+verb+""能/喜欢""+object+""的结构""来描述HSK1句子结构，该公式本身混杂中英文元语言标签、内部前后不一致（能/喜欢交替），在t5/t7/t9/t11/t13/t17多轮反复出现（t15未出现该句式），均判定为MLF编造的语法内容，仅在首次出现及公式变化处附加详细note。老师还多次断言'中文名词作主语时后面无需谓词，只需要一个时态'，这一元语言说法本身是编造且自相矛盾的（例句常常自相矛盾）,在t7/t11/t13/t15/t17多次出现。从t7起，老师的多数话轮都在一句话内连续抛出2-3个互不相关的小话题（颜色/口味/其他喜好等），每个都不深入，符合S3'话题浅尝辄止'，代表性地标注于t9/t13/t17，其余轮次（t11/t15）也有相同模式但未逐一重复标注。第1轮出现三处英文的'教案指令文字'（如(If student responds correctly in Chinese)），是伪调整最典型、最应显著标出的例子。整篇对话中，'学生'角色本身也频繁出现角色错位（如自称是老师、给出'正确答案'范例），但这些内容位于user话轮，未在此标注；值得注意的是老师从未纠正或处理这种持续的角色混乱，构成隐含的DIS缺失修复，请人工核查user侧内容加以确认。"
F1,伪修正:模拟互动而非进行互动,F1-C30,Mistral-7B-Instruct-v0.3,HSK1,1,DEV,DIS,话语层面问题,(If student responds correctly in Chinese),伪调整：输出面向人类教师的教案/脚本指令文字，而非对学生说话
F1,伪修正:模拟互动而非进行互动,F1-C31,Mistral-7B-Instruct-v0.3,HSK1,1,DEV,DIS,话语层面问题,"(If student responds incorrectly or uses English, provide correction)",伪调整：输出面向人类教师的教案/脚本指令文字，而非对学生说话
F1,伪修正:模拟互动而非进行互动,F1-C32,Mistral-7B-Instruct-v0.3,HSK1,1,DEV,DIS,话语层面问题,(Continue the conversation based on the student's response),伪调整：输出面向人类教师的教案/脚本指令文字，而非对学生说话
F8,语言层面的缺陷谱系,F8-C165,Mistral-7B-Instruct-v0.3,HSK1,1,DEV,COD,语码侵入,What is your favorite food?,整句英文直接混入正文，非拼音注音
F6,纠正失效:缺席 / 虚假 / 错位 / 肯定性默许,F6-C11,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,MLF,元语言/修正问题,"在中文中，数量词和名词之间有一个空格，因此""美式披萨""应该写成""美式的披萨""。",编造的语法规则：中文书写并不以空格区分数量词和名词，该'空格'规则是虚构的；且例子本身与'空格'规则无关（实际是加'的'）
F8,语言层面的缺陷谱系,F8-C166,Mistral-7B-Instruct-v0.3,HSK1,3,DEV,MLF,元语言/修正问题,"在中文中，数量词和名词之间有一个空格，因此""美式披萨""应该写成""美式的披萨""。",编造的语法规则：中文书写并不以空格区分数量词和名词，该'空格'规则是虚构的；且例子本身与'空格'规则无关（实际是加'的'）
F8,语言层面的缺陷谱系,F8-C167,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,MLF,元语言/修正问题,"""我..."" + verb + ""能"" + object + ""的结构",自造的中英混杂'伪语法公式'，用以描述HSK1句子结构，此结构在后续多轮反复出现且内部不一致（能/喜欢交替）
F8,语言层面的缺陷谱系,F8-C168,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,COD,语码侵入,（I will go shopping）,英文翻译注释混入正文（非拼音注音）
F8,语言层面的缺陷谱系,F8-C169,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,COD,语码侵入,（I like watching movies）,英文翻译注释混入正文（非拼音注音）
F8,语言层面的缺陷谱系,F8-C170,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,MLF,元语言/修正问题,"""火鍋和粥""应该改为 ""火鍋和粥""。",幻影纠错：所谓'修改前'与'修改后'的文字完全相同
F8,语言层面的缺陷谱系,F8-C171,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,COD,语码侵入,Practice makes perfect,英文短语混入正文
F8,语言层面的缺陷谱系,F8-C172,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,COD,语码侵入,master HSK1 level Chinese,整个小句为英文，混入正文
F6,纠正失效:缺席 / 虚假 / 错位 / 肯定性默许,F6-C12,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,MLF,元语言/修正问题,副谓语,非标准语法术语，疑似编造的语法概念
F8,语言层面的缺陷谱系,F8-C173,Mistral-7B-Instruct-v0.3,HSK1,5,DEV,MLF,元语言/修正问题,副谓语,非标准语法术语，疑似编造的语法概念
F8,语言层面的缺陷谱系,F8-C174,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,UNG,语法/表达错误,你已经在做出巨大进步了,欧化搭配，'做出进步'应为'取得进步'
F8,语言层面的缺陷谱系,F8-C175,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,FAB,生造词,新颖的食品尝饘,'尝饘'非标准词语，疑似生造/误用生僻字
F8,语言层面的缺陷谱系,F8-C176,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,MLF,元语言/修正问题,"""我..."" + verb + ""能"" + object + ""的结构",同一自造'伪语法公式'第二次出现
F6,纠正失效:缺席 / 虚假 / 错位 / 肯定性默许,F6-C13,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,MLF,元语言/修正问题,"在中文中，当一个名词作为主语时，后面往往无需谓词，只需要一个时态。例如， ""我有钱"" 代表 ""我有钱 money"" 。",编造的语法解释：该说法不符合中文语法事实，例句本身也不通
F8,语言层面的缺陷谱系,F8-C177,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,MLF,元语言/修正问题,"在中文中，当一个名词作为主语时，后面往往无需谓词，只需要一个时态。例如， ""我有钱"" 代表 ""我有钱 money"" 。",编造的语法解释：该说法不符合中文语法事实，例句本身也不通
F8,语言层面的缺陷谱系,F8-C178,Mistral-7B-Instruct-v0.3,HSK1,7,DEV,COD,语码侵入,我有钱 money,英文单词'money'冗余混入中文例句
F8,语言层面的缺陷谱系,F8-C179,Mistral-7B-Instruct-v0.3,HSK1,9,DEV,MLF,元语言/修正问题,"""我..."" + verb + ""能"" + object + 的结构",同一自造'伪语法公式'第三次出现
F3,不放弃话题控制、不区分主次话题,F3-C335,Mistral-7B-Instruct-v0.3,HSK1,9,INT,S3,话题简短处理,"你喜欢什么颜色最多？（""你喜欢最多的颜色是哪个？""）
泡泡茶是怎么样的味道？（""泡泡茶有什么口感吗？""）
还有，你有什么其他喜欢的食品吗？（""你还有其他喜欢的食物吗？""）",一轮内连续抛出三个互不相关的小话题（颜色/口味/其他食品），每个均浅尝辄止、不深入
