dialogue_key,model,tier,source,turn,sub,sub_gloss,text,note
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-152202,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,15,S2,选择显著话题 (select salient topics),你有没有喜欢听的歌曲或音乐风格？你最近听过哪些有趣的音乐？,询问学生音乐喜好，贴近学生。
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-152202,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,15,S2,选择显著话题 (select salient topics),你平时用什么手机或电脑播放音乐？,询问学生日常使用习惯，贴近学生。
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-152202,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,17,S2,选择显著话题 (select salient topics),你最喜欢的歌曲和音乐风格是什么呢？请随时告诉我。,再次出现的同类贴近学生话题实例。
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260304-004138,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,1,S2,选择显著话题 (select salient topics),接下来，我要问你一件关于日常生活的问题：你喜欢吃什么食物？,「接下来」标记话题边界，问题内容（喜欢的食物）贴近学生。（开场轮次，仅作为真实出现的S2/S4实例记录，不涉及S1缺席判断）
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260304-004138,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,3,S2,选择显著话题 (select salient topics),你上周去了哪些地方？你在家里做了些什么？你最近看了什么电影或书呢？,把一个大问题拆成一串关于学生日常生活的小问题，兼具S2（贴近学生）与S4（拆分提问）。
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260304-004138,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,11,S2,选择显著话题 (select salient topics),我可以先问你：你在哪里？（你在哪里？），你喜欢做什么吗？（你喜欢做什么吗？），你吃过什么好东西吗？（你吃过什么好东西吗？）这样的问题。,一次性提出多个关于学生自身情况的问题（因一次性抛出多问，不计S1，但内容贴近学生，计S2）。
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260304-004138,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,15,S2,选择显著话题 (select salient topics),我可以问你一个问题，例如“你最近看过了哪些电影”（你最近看过哪些电影吗？）或者“你最近看过了哪些图书”（你最近看过哪些图书吗？）。,提名新话题（近期看过的电影/图书），内容贴近学生；同样老师随后自问自答，未真正等待学生选择，故不计S1。
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260304-004138,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,17,S2,选择显著话题 (select salient topics),你有什么爱好吗？（你有什么爱好吗？）,询问学生兴趣爱好，贴近学生。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-131523,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),请问您知道如何使用中文来描述您的住房吗？比如说说您的房子有多大、有几居室、是否有花园等。,开场轮次，老师选择了以学生自己住房/生活环境为中心的简单具体话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-131523,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,17,S2,选择显著话题 (select salient topics),那么，您曾在哪个城市住过吗？,选择了学生自己故乡这一贴近学生本人的简单具体话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-132059,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),您最近在学校上了什么课？,开场轮次，选择学生自己最近学校生活这一简单具体的话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-133314,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),请问您最近在哪里生活？,开场轮次，选择学生本人当下居住地这一简单具体话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-133314,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),您有机会去过吗？,询问学生本人是否去过某地，贴近学生个人经历。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-133314,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),那么，您有计划参观哪个地方吗？,询问学生本人的旅行计划，贴近学生。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134005,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),我想问问，最近你在做什么？,开场轮次，询问学生本人近况，简单具体。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134005,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),或许可以和我共享一些关于学校生活的事情吗？比如说，有哪些课程你感觉学得很有用呢？,询问学生本人的学校生活/课程，贴近学生。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),让我们从简单的生活话开始，例如问候语、时间、天气等。,开场轮次，选择天气等简单、具体、此时此地的话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),哈喽！今天天气真不错啊，很阳光充足吧！,延续天气这一简单具体的话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,3,S2,选择显著话题 (select salient topics),您有没有宠物？,询问学生本人是否有宠物，简单具体。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,11,S2,选择显著话题 (select salient topics),您的职业是什么？,询问学生本人职业，简单具体。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,13,S2,选择显著话题 (select salient topics),您的学校有多大？,询问学生本人学校情况，简单具体。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,15,S2,选择显著话题 (select salient topics),您的家人住在哪里？,询问学生本人家人住处，简单具体。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134455,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,1,S2,选择显著话题 (select salient topics),最近在哪里旅行过？,选择与学生本人经历相关的简单话题（旅行）
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-084604,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,3,S2,选择显著话题 (select salient topics),你最近有没有参加任何运动活动吗？,选择贴近学生自身经历的简单话题（运动）。
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-084604,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,5,S2,选择显著话题 (select salient topics),我们可以先从一个简单的问题开始，比如说，你最近有什么有趣的事件发生了吗？或者你有什么特别喜欢的运动项目，为什么？,以学生自身经历为中心的简单具体问题。
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-090307,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,15,S2,选择显著话题 (select salient topics),你有没有去过中国旅游？如果是，那么你喜欢哪个城市？这个城市的景點有哪些值得推荐？,转向更贴近个人生活经验的具体话题（旅游），相较此前抽象的AI伦理讨论更贴近学生
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-090653,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,5,S2,选择显著话题 (select salient topics),在中文学习中，您可能遇到了哪些困难呢？,选择与学生自身学习体验相关的贴近话题
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-092506,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,1,S2,选择显著话题 (select salient topics),先从基本社交开始吧，我们来聊聊最近你学习中文的进展。,选择与学生自身学习经历相关的贴近话题
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-094741,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,1,S2,选择显著话题 (select salient topics),先来听听您的新鲜消息，最近有什么有趣或有价值的事情发生吗？,以学生自身近况为中心的简单话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK7|20260418-094741,Mistral-7B-Instruct-v0.3,HSK7,claude_candidate,15,S2,选择显著话题 (select salient topics),好的，我们可以一起讨论一些有趣的话题，例如：,随后列出的歌曲/电影/书籍/科技产品等均为贴近学生个人生活的简单具体话题。
Qwen--Qwen2.5-7B-Instruct|HSK7|20260417-140519,Qwen2.5-7B-Instruct,HSK7,human,1,S2,选择显著话题 (select salient topics),你今天过得怎么样？,
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-153900,Llama-3.1-8B-Instruct,HSK1,human,3,S2,选择显著话题 (select salient topics),。你在哪里学习中文？,
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-154427,Llama-3.1-8B-Instruct,HSK1,human,1,S2,选择显著话题 (select salient topics),今天天气怎么样？,
meta-llama--Llama-3.1-8B-Instruct|HSK1|20260304-154427,Llama-3.1-8B-Instruct,HSK1,human,3,S2,选择显著话题 (select salient topics),想出去玩吗？,
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132347,Llama-3.1-8B-Instruct,HSK7,human,1,S2,选择显著话题 (select salient topics),这天气真热啊，最近下雨了吗？,
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132347,Llama-3.1-8B-Instruct,HSK7,human,3,S2,选择显著话题 (select salient topics),听说最近你们那边有个新电影院开张了，对吧？,
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132347,Llama-3.1-8B-Instruct,HSK7,human,5,S2,选择显著话题 (select salient topics),最近哪些片子比较火热呢？,
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132347,Llama-3.1-8B-Instruct,HSK7,human,17,S2,选择显著话题 (select salient topics),我很期待我们的下一次约定，,
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S3,话题简短处理 (treat topics briefly),你喜欢吃什么食物？,上一话题（姓名）仅一问即结束就转入新话题，属浅尝辄止模式的一部分
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,5,S3,话题简短处理 (treat topics briefly),你喜欢喝什么饮料？,上一话题（食物）仅一问即换新话题，浅尝辄止
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,7,S3,话题简短处理 (treat topics briefly),你周末通常做什么？,上一话题（饮料）仅一问即换新话题，浅尝辄止
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S3,话题简短处理 (treat topics briefly),你觉得学汉语有趣吗？,上一话题（周末活动）仅一问即换新话题，浅尝辄止
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140958,Qwen2.5-7B-Instruct,HSK1,claude_candidate,3,S3,话题简短处理 (treat topics briefly),你喜欢北京吗？,该话题仅一问即在下一轮换成食物话题，浅尝辄止
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140958,Qwen2.5-7B-Instruct,HSK1,claude_candidate,5,S3,话题简短处理 (treat topics briefly),你喜欢吃什么食物呢？,上一话题（北京观感）仅一问即换新话题，浅尝辄止
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,13,S3,话题简短处理 (treat topics briefly),我还挺喜欢梁山伯与祝英台的故事,每轮都引入一个新的具体故事（嫦娥奔月→梁祝→白蛇传），话题面广但每个都未深入，浅尝辄止
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142212,Qwen2.5-7B-Instruct,HSK1,claude_candidate,15,S3,话题简短处理 (treat topics briefly),我最喜欢《白蛇传》这个故事,连续第三次引入新故事，同样呈现浅尝辄止的模式
google--gemma-3-12b-it|HSK1|20260304-190957,gemma-3-12b-it,HSK1,claude_candidate,13,S3,话题简短处理 (treat topics briefly),你想吃什么？,话题浅尝辄止：猫话题仅维持了两轮(t=10-12)就被关闭，转向新话题(食物)，符合话题面广而不深入的模式
google--gemma-3-12b-it|HSK1|20260304-191854,gemma-3-12b-it,HSK1,claude_candidate,5,S3,话题简短处理 (treat topics briefly),现在轮到我了！,紧随其后的颜色话题仅一轮即再转换，符合话题浅尝辄止的整体模式
google--gemma-3-12b-it|HSK1|20260304-191854,gemma-3-12b-it,HSK1,claude_candidate,9,S3,话题简短处理 (treat topics briefly),现在，我们换个话题吧。,食物话题随后仅两轮就转向水果/兄弟姐妹等新话题，符合浅尝辄止模式
google--gemma-3-12b-it|HSK1|20260304-191854,gemma-3-12b-it,HSK1,claude_candidate,13,S3,话题简短处理 (treat topics briefly),现在，我想问你一个简单的问题。,兄弟姐妹话题仅一轮后又转入数数游戏，符合浅尝辄止模式
google--gemma-3-12b-it|HSK1|20260304-192729,gemma-3-12b-it,HSK1,claude_candidate,3,S3,话题简短处理 (treat topics briefly),现在，请告诉我： 你是男是女？,姓名话题仅维持一轮(t=1-2)即被关闭，转向性别话题，话题浅尝辄止的一例
google--gemma-3-12b-it|HSK1|20260304-192729,gemma-3-12b-it,HSK1,claude_candidate,5,S3,话题简短处理 (treat topics briefly),现在，你几岁了？,性别话题仅维持一轮(t=3-4)即被关闭，转向年龄话题
google--gemma-3-12b-it|HSK1|20260304-192729,gemma-3-12b-it,HSK1,claude_candidate,13,S3,话题简短处理 (treat topics briefly),现在我们来玩一个简单的游戏。,爱好话题仅维持一轮(t=11-12)即被关闭，转向游戏活动
google--gemma-3-12b-it|HSK1|20260304-192949,gemma-3-12b-it,HSK1,claude_candidate,5,S3,话题简短处理 (treat topics briefly),你喜欢什么颜色？,爱好话题仅维持两轮(t=3-4)即被关闭，转向新话题(颜色)
google--gemma-3-12b-it|HSK1|20260304-192949,gemma-3-12b-it,HSK1,claude_candidate,7,S3,话题简短处理 (treat topics briefly),现在我们来玩一个游戏好吗？,颜色话题仅维持两轮(t=5-6)即被关闭，转向游戏活动
google--gemma-3-12b-it|HSK1|20260304-193606,gemma-3-12b-it,HSK1,claude_candidate,11,S3,话题简短处理 (treat topics briefly),现在我们来玩一个小游戏！,数字/年龄话题仅维持两轮(t=9-10)即被关闭，转向游戏活动
meta-llama--Llama-3.1-8B-Instruct|HSK7|20260417-132256,Llama-3.1-8B-Instruct,HSK7,claude_candidate,11,S3,话题简短处理 (treat topics briefly),你是什么时候毕业的?,突然从论文资料话题转向学生个人毕业时间这一贴近学生的简单话题，也体现了频繁更换话题、浅尝辄止。
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-144320,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,9,S3,话题简短处理 (treat topics briefly),"你喜欢什么颜色最多？（""你喜欢最多的颜色是哪个？""）
泡泡茶是怎么样的味道？（""泡泡茶有什么口感吗？""）
还有，你有什么其他喜欢的食品吗？（""你还有其他喜欢的食物吗？""）",一轮内连续抛出三个互不相关的小话题（颜色/口味/其他食品），每个均浅尝辄止、不深入
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-144320,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,13,S3,话题简短处理 (treat topics briefly),"那你最喜欢的泡泡茶和烤食品有哪些？（""你最喜欢的泡泡茶和烤食品是哪些？""）

还有，你最喜欢哪种运动？（""你最喜欢的运动是哪种？""）",一轮内连续抛出两个互不相关的小话题（食品偏好/运动），浅尝辄止
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-144320,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,15,S3,话题简短处理 (treat topics briefly),"那你最喜欢哪个喝咖喱泡泡茶的店？（""你最喜欢的喝咖喱泡泡茶的店是哪家？""）

你最喜欢吃烤鸡和烤羊肉的地方有哪些？（""你最喜欢的吃烤鸡和烤羊肉的地方有哪些？""）

你最喜欢玩什么 ball game？（""你最喜欢玩什么 sport 呢？""）",一轮内连续抛出三个互不相关的小话题，浅尝辄止
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-144320,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,17,S3,话题简短处理 (treat topics briefly),"那小厨子咖喱茶馆的地址有多远？（""小厨子咖喱茶馆的地址有多远？""）

小王烧烤和大红烧烤位于哪里？（""小王烧烤和大红烧烤在哪里？""）

你最喜欢什么种类的 ball game 呢？（""你最喜欢什么种类的 sports 吗？""）",一轮内连续抛出三个互不相关的小话题，浅尝辄止
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-145943,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,11,S3,话题简短处理 (treat topics briefly),"1. 你平时喜欢哪些类型的食品？
2. 你有什么爱好吗？
3. 你平时使用哪种运输工具？",一次性抛出三个互不相关的话题（食品、爱好、交通），随后每个话题都只被浅尝辄止地各问一轮就转走，未见深入
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-153713,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,5,S3,话题简短处理 (treat topics briefly),那好，我有一个问题想问您，您的名字是什么呢？,"话题浅尝辄止：食物话题（t1-4）只进行了一轮就被放弃，转向""名字""这一新话题，随后名字话题也只问了一轮又被放弃（t7转向历史）"
mistralai--Mistral-7B-Instruct-v0.3|HSK1|20260303-153713,Mistral-7B-Instruct-v0.3,HSK1,claude_candidate,7,S3,话题简短处理 (treat topics briefly),这里有一个问题，您想了解什么关于中国的古老历史呢？,话题浅尝辄止：名字话题（t5-6）仅一轮即被放弃，转向中国古代历史这一全新且宽泛的话题
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-131523,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,3,S3,话题简短处理 (treat topics briefly),对了，我们今天可以聊聊日常生活中常用的词汇，以便你在日常生活中更好地发挥你的中文语言能力。,住房话题只谈了一轮就被放弃，转向新的词汇小话题，未深入。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-131523,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,9,S3,话题简短处理 (treat topics briefly),我知道您希望接下来我们可以探讨更复杂的话题，例如健康，学校和工作等。我们可以开始从健康开始。,此前的词汇练习话题（购物/用餐/交通等）逐轮更换、均未深入，此处又快速关闭转向健康话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-131523,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,13,S3,话题简短处理 (treat topics briefly),让我们继续探索其他话题！,健康话题只谈了两轮就被放弃，转向留学话题，浅尝辄止。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-131523,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,17,S3,话题简短处理 (treat topics briefly),那么，您曾在哪个城市住过吗？,留学话题只谈了两轮就被放弃，转向故乡话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134005,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,5,S3,话题简短处理 (treat topics briefly),今天我们可以讨论一个与生活相关的话题，具体来讲我们可以讨论一个喜爱的食物或一个喜欢的活动吗？,此前的学校课程话题只谈了一轮就被放弃（老师甚至说“之前的回答……应该更专门地回答”），转向完全不相关的新话题，浅尝辄止。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,3,S3,话题简短处理 (treat topics briefly),Now let me ask you some questions to test what you have learned so far:,一次性抛出一组互不相关的简单小问题（吃饭时间/树种/宠物），随后每轮都更换为全新一组问题，浅尝辄止、频繁开合话题。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,5,S3,话题简短处理 (treat topics briefly),"Now, let me ask some more questions related to topic/task content:",又一轮抛出全新一组互不相关的小问题（运动/餐厅/学校活动），延续话题浅尝辄止的模式。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,7,S3,话题简短处理 (treat topics briefly),Here are some questions and answers to help us get started:,又一轮全新一组小问题（日常活动/居住地/手工技能），延续浅尝辄止模式。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,9,S3,话题简短处理 (treat topics briefly),"Now, let's challenge yourself a bit more with some additional questions:",又一轮全新一组小问题（读的书/城市人是否热情/购买的电子产品），延续浅尝辄止模式。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,11,S3,话题简短处理 (treat topics briefly),现在给你几个新的问题，让我们一起练习更多的中文句子和表达。,又一轮全新一组小问题（新鲜事/职业/尝试新食物），延续浅尝辄止模式。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,13,S3,话题简短处理 (treat topics briefly),现在让我们来练习几个更挑战性的问题，来练习更复杂的语言和主题。,又一轮全新一组小问题（计划/学校大小/音乐），延续浅尝辄止模式。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,15,S3,话题简短处理 (treat topics briefly),接下来我有几个更挑战性的问题，让我们一起练习更多的中文：,又一轮全新一组小问题（出国旅游/家人住处/成就感），延续浅尝辄止模式。
mistralai--Mistral-7B-Instruct-v0.3|HSK4|20260417-134156,Mistral-7B-Instruct-v0.3,HSK4,claude_candidate,17,S3,话题简短处理 (treat topics briefly),现在来让我们继续练习一些新的问题，以便更好地练习你的中文：,又一轮全新一组小问题（新鲜事/英文水平/读过的书），延续浅尝辄止模式。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121944,Qwen2.5-7B-Instruct,HSK4,human,3,S3,话题简短处理 (treat topics briefly),你平时最喜欢读什么类型的书呢？,
Qwen--Qwen2.5-7B-Instruct|HSK7|20260417-135927,Qwen2.5-7B-Instruct,HSK7,human,3,S3,话题简短处理 (treat topics briefly),你喜欢哪种类型的书？,
Qwen--Qwen2.5-7B-Instruct|HSK7|20260417-135927,Qwen2.5-7B-Instruct,HSK7,human,5,S3,话题简短处理 (treat topics briefly),你有推荐的现代小说或者科幻书吗？,
google--gemma-3-12b-it|HSK7|20260419-231558,gemma-3-12b-it,HSK7,human,11,S3,话题简短处理 (treat topics briefly),阅读之外，,
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,13,S4,使新话题显著化 (make new topics salient),现在,用“现在”标记从老师讲故事到学生复述任务之间的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-140917,Qwen2.5-7B-Instruct,HSK1,claude_candidate,17,S4,使新话题显著化 (make new topics salient),我们再做一个小游戏吧,以“游戏”框定新活动的话题边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141337,Qwen2.5-7B-Instruct,HSK1,claude_candidate,11,S4,使新话题显著化 (make new topics salient),现在你再试试说一句简单的话吧，比如介绍你自己：,用“现在”做话轮框架词，真正把话题从“汉字笔画讲解”切换到“自我介绍造句”这一新任务。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141337,Qwen2.5-7B-Instruct,HSK1,claude_candidate,15,S4,使新话题显著化 (make new topics salient),接下来，我们来玩个小游戏吧。,用“接下来”作框架词，真正把话题从“自我介绍练习”切换到“猜词游戏”这一新活动。
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S4,使新话题显著化 (make new topics salient),现在,标记从示范对话切换到学生实际提问的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,11,S4,使新话题显著化 (make new topics salient),现在,标记从老师给出内容到要求学生自己表达之间的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,13,S4,使新话题显著化 (make new topics salient),现在,标记从示范回答到要求学生描述之间的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,15,S4,使新话题显著化 (make new topics salient),接下来,标记引入新游戏活动的话题边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,17,S4,使新话题显著化 (make new topics salient),现在,“我们现在换一个词语试试”标记步骤切换
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141404,Qwen2.5-7B-Instruct,HSK1,claude_candidate,17,S4,使新话题显著化 (make new topics salient),那么,标记从示范到要求学生造句之间的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141730,Qwen2.5-7B-Instruct,HSK1,claude_candidate,7,S4,使新话题显著化 (make new topics salient),另外，,用“另外”标记追加话题/内容的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141730,Qwen2.5-7B-Instruct,HSK1,claude_candidate,13,S4,使新话题显著化 (make new topics salient),下面,“下面”标记引入“节日”这一新话题的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141942,Qwen2.5-7B-Instruct,HSK1,claude_candidate,7,S4,使新话题显著化 (make new topics salient),现在,标记要求学生再试一次的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141942,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S4,使新话题显著化 (make new topics salient),现在,“现在我们来简单交流一下”标记从发音练习到聊天话题的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141942,Qwen2.5-7B-Instruct,HSK1,claude_candidate,11,S4,使新话题显著化 (make new topics salient),那么,标记进一步追问书籍类型的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-141942,Qwen2.5-7B-Instruct,HSK1,claude_candidate,15,S4,使新话题显著化 (make new topics salient),现在,标记从赏析故事到要求学生练习表达之间的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S4,使新话题显著化 (make new topics salient),现在轮到你了，你能说一说你喜欢哪个节日吗？为什么喜欢这个节日呢？,“现在”标记从列举节日到提问学生之间的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,9,S4,使新话题显著化 (make new topics salient),另外，,标记追加书目推荐这一新内容的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,13,S4,使新话题显著化 (make new topics salient),下面,标记引入示范句子这一新内容的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,15,S4,使新话题显著化 (make new topics salient),下面,标记引入反馈点评这一新内容的边界
Qwen--Qwen2.5-7B-Instruct|HSK1|20260303-142425,Qwen2.5-7B-Instruct,HSK1,claude_candidate,17,S4,使新话题显著化 (make new topics salient),下面,标记引入调整建议这一新内容的边界
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121636,Qwen2.5-7B-Instruct,HSK4,claude_candidate,5,S4,使新话题显著化 (make new topics salient),关于歌手和乐队，,用“关于……”作框架词，把话题从泛泛的听歌习惯收窄到具体的歌手/乐队推荐这一子话题。
Qwen--Qwen2.5-7B-Instruct|HSK4|20260417-121636,Qwen2.5-7B-Instruct,HSK4,claude_candidate,7,S4,使新话题显著化 (make new topics salient),至于历史书籍，,用“至于……”作框架词，把话题从音乐推荐切回到历史书籍这一新的子话题，边界清晰。
